日期,标签,标题,摘要,来源,链接
2026-05-19,"经济, 科技",[视频]李强在北京调研,李强在北京调研，强调推动AI与先进制造业融合，加快智能机器人发展。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEoRuINXFJcZ2PuOwfHK5i260518.shtml
2026-05-19,"经济, 国际",[视频]韩正出席2026年全球贸易投资促进峰会开幕式并致辞,韩正出席全球贸易投资促进峰会，提出四点合作建议。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEs8J7JBmSH4xEmMwqbQyH260518.shtml
2026-05-19,"经济, 民生",[视频]前4个月国民经济保持稳中有进发展态势,前4个月国民经济稳中有进，工业增长5.6%，消费扩大，就业稳定。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEx3gaxC4AkvMPGw6z9ZPr260518.shtml
2026-05-19,"经济, 国际",[视频]加力优化离境退税 打造国际化消费环境,六部门优化离境退税政策，扩大入境消费，推动即买即退异地互认。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEZh9nGxu46Baxy8juh6Qc260518.shtml
2026-05-19,"经济, 社会, 科技",[视频]国内联播快讯,一线城市房价环比上涨，稳岗扩容方案发布，千帆星座第九批卫星成功发射。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEJKKydHa4XuOvCb7j45Cz260518.shtml
2026-05-19,"经济, 民生",Prince William selling 20% of duchy property for housing and nature projects,康沃尔公爵领地出售部分地产，筹资用于住房和自然项目。,BBC Top,https://www.bbc.com/news/articles/ce8pg8ryjkzo?at_medium=RSS&at_campaign=rss
2026-05-19,"科技, 经济",[视频]丁薛祥在调研算力网建设时强调 加快构建全国一体化算力网 赋能经济社会高质量发展,丁薛祥调研算力网建设，强调加快构建全国一体化算力网。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEwX4uPghLxboMMYxTmrhW260518.shtml
2026-05-19,"科技, 经济",Jury tosses Elon Musk's lawsuit against OpenAI and its boss Sam Altman,陪审团驳回马斯克诉OpenAI及奥尔特曼的“窃取慈善”案。,BBC Top,https://www.bbc.com/news/articles/cewpyv79pw1o?at_medium=RSS&at_campaign=rss
2026-05-19,"军事, 国际",Ukraine launches large-scale drone strikes on Russia,和平谈判停滞，乌克兰发动大规模无人机袭击俄罗斯。,NPR World,https://www.npr.org/2026/05/18/nx-s1-5824988/ukraine-launches-large-scale-drone-strikes-on-russia
2026-05-19,"军事, 国际",U.S. and Israel prepare for potential return to full-scale war with Iran,美以准备与伊朗可能重返全面战争，局势风险升高。,NPR World,https://www.npr.org/2026/05/18/nx-s1-5825574/u-s-and-iran-signal-readiness-to-fight-again-as-weekend-tensions-mount
2026-05-19,"民生, 社会",[视频]强降雨持续 各地各部门积极应对,多地强降雨持续，国家防总启动应急响应，支援湖北贵州等地防汛救灾。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEsCQXcMCOPaCpYIANN56U260518.shtml
2026-05-19,"民生, 社会",Four killed in protests during Kenyan strikes over high fuel prices,肯尼亚罢工抗议油价高涨，致四人死亡，交通瘫痪。,BBC World,https://www.bbc.com/news/articles/cm2p0n44drvo?at_medium=RSS&at_campaign=rss
2026-05-19,"国际, 军事, 政治",[视频]伊朗总统称美以试图通过煽动使地区关系分裂,伊朗总统指责美以煽动区域分裂，美伊核谈判僵持，美以讨论重启军事行动。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEy3n2E1a7JsvKq3Tke1rY260518.shtml
2026-05-19,"国际, 军事",[视频]国际联播快讯,以色列计划在原联合国机构建国防设施，美国空军基地两机相撞无人伤亡。,新闻联播,https://tv.cctv.com/2026/05/18/VIDE3MdHUzAfuMFF5KgKBUgT260518.shtml
2026-05-19,"国际, 民生",At least 100 deaths reported in Ebola outbreak in DR Congo as six Americans exposed,刚果（金）埃博拉疫情致至少100人死亡，6名美国人接触后1人出现症状。,BBC World,https://www.bbc.com/news/articles/cq6pz60p996o?at_medium=RSS&at_campaign=rss
2026-05-19,"国际, 民生",What is Ebola and why is stopping this outbreak so difficult?,刚果（金）埃博拉疫情涉及罕见毒株，冲突地区防控困难。,BBC World,https://www.bbc.com/news/articles/cz72p75zg4qo?at_medium=RSS&at_campaign=rss
2026-05-19,"国际, 军事","Death toll from Israeli strikes on Lebanon passes 3,000, officials say",以色列对黎巴嫩袭击致超3000人死亡，冲突升级。,BBC World,https://www.bbc.com/news/articles/cqjpglyjwjeo?at_medium=RSS&at_campaign=rss
2026-05-19,"国际, 社会",Bodies of missing Italian divers found in Maldives,马尔代夫失踪的五名意大利潜水员遗体全部找到。,BBC Top,https://www.bbc.com/news/articles/c332mngz25vo?at_medium=RSS&at_campaign=rss
2026-05-19,"社会, 文体",[视频]各地举办丰富多彩的国际博物馆日活动,国际博物馆日各地举办活动，全国博物馆超15.6亿人次接待，免费开放率逾91%。,新闻联播,https://tv.cctv.com/2026/05/18/VIDEKtOpsAF1CwIOM9M4WdAD260518.shtml
2026-05-19,社会,Two men arrested over stunt at enclosure of famous monkey Punch,两名美国人因翻入围栏闯入网红猴子展区被捕。,BBC World,https://www.bbc.com/news/articles/cr5pz4jvlp5o?at_medium=RSS&at_campaign=rss
2026-05-19,社会,Married at First Sight UK brides tell BBC they were raped by on-screen husbands,英国真人秀女嘉宾指控被节目中的丈夫强奸，主办方提前知情。,BBC Top,https://www.bbc.com/news/articles/cp8pz1k4r2lo?at_medium=RSS&at_campaign=rss
2026-05-19,"社会, 文体",Pop star Shakira is acquitted in a Spanish tax fraud case,哥伦比亚巨星夏奇拉在西班牙逃税案中被判无罪。,NPR World,https://www.npr.org/2026/05/18/g-s1-122563/pop-star-shakira-is-acquitted-in-a-spanish-tax-fraud-case
2026-05-20,"政治, 经济, 民生",《新闻联播》 20260519 19:00,新闻联播报道长江经济带、国务院条例、政协协商会、中俄会晤、网络文明大会等多项要闻。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEYIhNt8SvBF46DbIOcL9F260519.shtml
2026-05-20,"政治, 经济, 民生",[视频]【新思想引领新征程】共绘长江经济带高质量发展新画卷,长江经济带坚持生态优先，十年修复成效显著，森林覆盖率超46%，水质保持II类。,新闻联播,https://tv.cctv.com/2026/05/19/VIDErYtsPvTxTADh8shVbeLk260519.shtml
2026-05-20,政治,[视频]李强签署国务院令 公布修订后的《行政法规制定程序条例》,李强签署国务院令，公布修订后的《行政法规制定程序条例》，自2026年7月1日起施行。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEc5QOf5wGyjxZDwwukzck260519.shtml
2026-05-20,"政治, 科技, 社会",[视频]全国政协召开“一体推进教育科技人才发展”专题协商会 王沪宁出席并讲话,全国政协召开专题协商会，聚焦一体推进教育科技人才发展，王沪宁出席并讲话。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEP13PllhTf1b3iISG7y0Z260519.shtml
2026-05-20,"政治, 社会",[视频]中央宣传部等部门部署开展2026年“强国复兴有我”群众性主题宣传教育活动,21部门联合部署2026年“强国复兴有我”主题宣传教育活动，庆祝建党105周年等。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEZAtwJa1uGCDbyihnq1KS260519.shtml
2026-05-20,"经济, 科技",[视频]4月份我国制造业新动能引领持续增强,4月制造业新动能增强，装备制造和高技术制造业增长显著，出口交货值同比增长10.6%。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEJ6sWCouQp1q1tf9limhE260519.shtml
2026-05-20,经济,[视频]多措并举助力民营经济高质量发展,市场监管总局完成民营经济配套制度清单38项，审查政策措施7.3万件，查办不正当竞争案1.46万件。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEqMZGCWZOj02qrsccQnxs260519.shtml
2026-05-20,"经济, 民生, 科技",[视频]国内联播快讯,4月外汇市场稳健；20亿元支持15城打造国际化消费环境；中国旅游日推出惠民措施；应急通信平台启动全国应用。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEk8KqVT4NCkrO5aseZAiP260519.shtml
2026-05-20,"经济, 社会",HS2 could cost up to £102.7bn and trains will be slower than first planned,HS2高铁项目成本或达1027亿英镑，列车速度将低于原计划。,BBC Top,https://www.bbc.com/news/articles/c794xw7p2dqo?at_medium=RSS&at_campaign=rss
2026-05-20,"民生, 社会",[视频]南方强降雨持续 各地各部门积极应对,南方多地强降雨持续，湖北、湖南、贵州积极应对，转移群众、抢险救灾。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEq0wHNm91LZtBLtkMipxG260519.shtml
2026-05-20,"国际, 政治",[视频]丁薛祥会见俄罗斯第一副总理,丁薛祥会见俄罗斯第一副总理，强调深化中俄投资合作，推动重点项目取得更多成果。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEfkX5YJtIkSYofyEHM8ZR260519.shtml
2026-05-20,"国际, 政治",[视频]俄罗斯各界期待元首外交引领中俄关系开启新篇章,俄各界期待元首外交引领中俄关系开启新篇章，国际人士盼为世界注入稳定性。,新闻联播,https://tv.cctv.com/2026/05/19/VIDE5np4BS6KWXEljKNORLrh260519.shtml
2026-05-20,"国际, 政治",[视频]世界卫生大会连续第10年拒绝涉台提案,世卫大会连续第10年拒绝涉台提案，中国代表强调一个中国原则。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEGNM0uBD8RvB3u5FJjvp9260519.shtml
2026-05-20,"国际, 军事, 政治",[视频]伊朗称已回应美谈判意见 美称推迟其打击计划,伊朗称已回应美谈判意见，美总统称应多方请求推迟对伊军事打击。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEKfU5MUv5qg0Pr1SDMQ3p260519.shtml
2026-05-20,"国际, 经济, 社会",[视频]国际联播快讯,中企承建阿联酋大型民航机库项目启动；格陵兰重申不卖岛；刚果（金）埃博拉疫情已致131人死亡。,新闻联播,https://tv.cctv.com/2026/05/19/VIDEq7Ivb4bkRaerv35xTUOL260519.shtml
2026-05-20,"国际, 社会",'Ebola has tortured us': Fear grips eastern DR Congo as deadly virus spreads,刚果（金）埃博拉疫情扩散致131人死亡，卫生部长承认应对迟缓。,BBC World,https://www.bbc.com/news/articles/cvgzj0pqpyyo?at_medium=RSS&at_campaign=rss
2026-05-20,"国际, 民生","Ebola outbreak may be spreading faster than first thought, WHO doctor warns",世卫组织医生警告，埃博拉疫情在非洲中部扩散速度或超预期。,BBC World,https://www.bbc.com/news/articles/ceqp11gn1l8o?at_medium=RSS&at_campaign=rss
2026-05-20,"国际, 社会",Key people smuggler arrested after BBC uncovered identity,BBC曝光身份后，一名涉嫌走私数千移民的人口贩子被捕。,BBC World,https://www.bbc.com/news/articles/c5yejzmvy56o?at_medium=RSS&at_campaign=rss
2026-05-20,"国际, 政治","Israel's trying to expel a whole Palestinian district in East Jerusalem, activists say",活动人士称，以色列自与伊朗开战以来，加速在东耶路撒冷驱逐巴勒斯坦人。,NPR World,https://www.npr.org/2026/05/19/nx-s1-5823861/israel-palestinians-east-jerusalem
2026-05-20,"国际, 民生",One Palestinian man's life of survival,加沙一位90岁巴勒斯坦老人回忆流离失所与战争，称一生从未感到安全。,NPR World,https://www.npr.org/2026/05/19/nx-s1-5825865/one-palestinian-mans-life-of-survival
2026-05-20,"国际, 政治","Putin visits China to reaffirm Russia ties, as Xi also seeks stable U.S. relations",普京访华巩固俄中关系，同时习近平寻求稳定美中关系。,NPR World,https://www.npr.org/2026/05/19/g-s1-122775/putin-visits-china
2026-05-20,"社会, 政治",[视频]2026年中国网络文明大会在南宁举行,2026年中国网络文明大会在南宁举行，主题为“文明网络空间 昂扬奋进力量”。,新闻联播,https://tv.cctv.com/2026/05/19/VIDERIglIlCsWtfKzyP29mZD260519.shtml
2026-05-20,"社会, 国际",Father-of-eight killed in San Diego mosque shooting hailed as hero,圣地亚哥清真寺枪击案中，保安阿明·阿卜杜拉因英勇行为被赞为英雄。,BBC World,https://www.bbc.com/news/articles/clyp3gkrwg9o?at_medium=RSS&at_campaign=rss
2026-05-20,"社会, 国际",Victim or enabler? Epstein girlfriend who could face questions despite plea deal,爱泼斯坦女友纳迪亚·马辛科可能面临美国立法者质询。,BBC World,https://www.bbc.com/news/articles/cz92j3n3jvvo?at_medium=RSS&at_campaign=rss
2026-05-20,社会,Surrey Police investigating child sex abuse allegations after Epstein files release,萨里警方调查爱泼斯坦文件涉及的儿童性虐待指控，无人被捕。,BBC Top,https://www.bbc.com/news/articles/c0k2d2pl6x0o?at_medium=RSS&at_campaign=rss
2026-05-20,社会,Channel 4 contacted by police after Married at First Sight UK rape claims,BBC调查曝《英国结婚即离婚》节目拍摄期间两女子遭强奸，警方介入。,BBC Top,https://www.bbc.com/news/articles/c62xv7n4xwdo?at_medium=RSS&at_campaign=rss
2026-05-20,"社会, 政治","California mosque shooting leaves 5 dead. And, judge dismisses Trump's IRS lawsuit",加州清真寺枪击案致5死，被调查为仇恨犯罪；特朗普放弃起诉国税局。,NPR World,https://www.npr.org/2026/05/19/g-s1-122806/up-first-newsletter-islamic-center-san-diego-primary-elections-trump-irs-elon-musk-openai
2026-05-20,文体,BBC confirms new Strictly Come Dancing hosts,BBC确认《舞动奇迹》新主持人阵容，取代去年离任的泰丝和克劳迪娅。,BBC Top,https://www.bbc.com/news/articles/cgep5ez80rzo?at_medium=RSS&at_campaign=rss
2026-05-20,文体,"The French Open courts are clay, a tricky surface for some. Here's how the pros do it",法网红土场地难打，职业选手分享保持状态技巧。,NPR World,https://www.npr.org/2026/05/19/nx-s1-5822888/french-open-clay-hailey-baptiste
2026-05-20,体育,Southampton expelled from Championship play-offs for spying on Middlesbrough,南安普顿因承认在英冠赛季中监视三支球队，被逐出季后赛。,BBC Top,https://www.bbc.com/sport/football/articles/cwy2pnpqjl7o?at_medium=RSS&at_campaign=rss
2026-05-21,"政治, 科技, 民生",《新闻联播》 20260520 19:00,习近平欢迎普京访华并会谈；李强签署矿产资源法实施条例；神舟二十三号演练。,新闻联播,https://tv.cctv.com/2026/05/20/VIDEwtcCKjErR5iOXfwr5QXU260520.shtml
2026-05-21,政治,[视频]习近平举行仪式欢迎俄罗斯总统访华,习近平在人民大会堂举行仪式，欢迎俄罗斯总统普京对中国进行国事访问。,新闻联播,https://tv.cctv.com/2026/05/20/VIDEE9t8SuJM1FTNSmMtVGbk260520.shtml
2026-05-21,"政治, 国际",[视频]习近平同俄罗斯总统会谈,习近平同普京会谈，同意《中俄睦邻友好合作条约》继续延期。,新闻联播,https://tv.cctv.com/2026/05/20/VIDEJfeyvnOY5D6qT2QJM3yB260520.shtml
2026-05-21,"政治, 国际",[视频]习近平同俄罗斯总统共同会见记者,习近平与普京会谈后共同会见记者，强调中俄关系高水平发展。,新闻联播,https://tv.cctv.com/2026/05/20/VIDE8lbx8F8aVCUdOyAWpfE4260520.shtml
2026-05-21,"政治, 文体",[视频]习近平同俄罗斯总统共同出席“中俄教育年”开幕式并致辞,习近平与普京共同出席“中俄教育年”开幕式并致辞。,新闻联播,https://tv.cctv.com/2026/05/20/VIDEL42auGiM34MBIbZDyWom260520.shtml
2026-05-21,"政治, 国际",[视频]应习近平邀请 塞尔维亚总统将对中国进行国事访问,应习近平邀请，塞尔维亚总统武契奇将于5月24日至28日访华。,新闻联播,https://tv.cctv.com/2026/05/20/VIDEuZSJK6w4FWcwqyQrci14260520.shtml
2026-05-21,"政治, 国际",[视频]李强会见俄罗斯总统,李强会见俄罗斯总统普京，表示愿深化多领域合作。,新闻联播,https://tv.cctv.com/2026/05/20/VIDEHmuWAVkbrKyrtsoMRwWW260520.shtml
